col1,binaryttype,name,Lenticular,Elliptical,Spiral,path
7461,4,7637,0,0,1,Data/abraham_images/7637.jpg
7462,1,7638,1,0,0,Data/abraham_images/7638.jpg
7463,4,7639,0,0,1,Data/abraham_images/7639.jpg
7464,1,7640,1,0,0,Data/abraham_images/7640.jpg
7465,4,7641,0,0,1,Data/abraham_images/7641.jpg
7466,3,7642,0,1,0,Data/abraham_images/7642.jpg
7467,2,7643,1,0,0,Data/abraham_images/7643.jpg
7468,4,7644,0,0,1,Data/abraham_images/7644.jpg
7469,4,7645,0,0,1,Data/abraham_images/7645.jpg
7470,3,7646,0,1,0,Data/abraham_images/7646.jpg
7471,4,7647,0,0,1,Data/abraham_images/7647.jpg
7472,3,7648,0,1,0,Data/abraham_images/7648.jpg
7473,4,7649,0,0,1,Data/abraham_images/7649.jpg
7474,3,7650,0,1,0,Data/abraham_images/7650.jpg
7475,4,7651,0,0,1,Data/abraham_images/7651.jpg
7476,4,7652,0,0,1,Data/abraham_images/7652.jpg
7477,3,7653,0,1,0,Data/abraham_images/7653.jpg
7478,4,7654,0,0,1,Data/abraham_images/7654.jpg
7479,4,7655,0,0,1,Data/abraham_images/7655.jpg
7480,4,7656,0,0,1,Data/abraham_images/7656.jpg
7481,1,7657,1,0,0,Data/abraham_images/7657.jpg
7482,1,7658,1,0,0,Data/abraham_images/7658.jpg
7483,4,7659,0,0,1,Data/abraham_images/7659.jpg
7484,3,7660,0,1,0,Data/abraham_images/7660.jpg
7485,3,7661,0,1,0,Data/abraham_images/7661.jpg
7486,3,7662,0,1,0,Data/abraham_images/7662.jpg
7487,3,7663,0,1,0,Data/abraham_images/7663.jpg
7488,4,7664,0,0,1,Data/abraham_images/7664.jpg
7489,4,7665,0,0,1,Data/abraham_images/7665.jpg
7490,4,7666,0,0,1,Data/abraham_images/7666.jpg
7491,4,7667,0,0,1,Data/abraham_images/7667.jpg
7492,3,7668,0,1,0,Data/abraham_images/7668.jpg
7493,2,7669,1,0,0,Data/abraham_images/7669.jpg
7494,4,7670,0,0,1,Data/abraham_images/7670.jpg
7495,3,7671,0,1,0,Data/abraham_images/7671.jpg
7496,4,7672,0,0,1,Data/abraham_images/7672.jpg
7497,4,7673,0,0,1,Data/abraham_images/7673.jpg
7498,4,7674,0,0,1,Data/abraham_images/7674.jpg
7499,4,7675,0,0,1,Data/abraham_images/7675.jpg
7500,4,7676,0,0,1,Data/abraham_images/7676.jpg
7501,2,7677,1,0,0,Data/abraham_images/7677.jpg
7502,4,7678,0,0,1,Data/abraham_images/7678.jpg
7503,4,7679,0,0,1,Data/abraham_images/7679.jpg
7504,3,7680,0,1,0,Data/abraham_images/7680.jpg
7505,1,7681,1,0,0,Data/abraham_images/7681.jpg
7506,4,7682,0,0,1,Data/abraham_images/7682.jpg
7507,1,7683,1,0,0,Data/abraham_images/7683.jpg
7508,2,7684,1,0,0,Data/abraham_images/7684.jpg
7509,4,7685,0,0,1,Data/abraham_images/7685.jpg
7510,4,7686,0,0,1,Data/abraham_images/7686.jpg
7511,4,7687,0,0,1,Data/abraham_images/7687.jpg
7512,3,7688,0,1,0,Data/abraham_images/7688.jpg
7513,4,7689,0,0,1,Data/abraham_images/7689.jpg
7514,3,7690,0,1,0,Data/abraham_images/7690.jpg
7515,4,7691,0,0,1,Data/abraham_images/7691.jpg
7516,4,7692,0,0,1,Data/abraham_images/7692.jpg
7517,1,7693,1,0,0,Data/abraham_images/7693.jpg
7518,3,7694,0,1,0,Data/abraham_images/7694.jpg
7519,4,7695,0,0,1,Data/abraham_images/7695.jpg
7520,4,7696,0,0,1,Data/abraham_images/7696.jpg
7521,3,7697,0,1,0,Data/abraham_images/7697.jpg
7522,4,7698,0,0,1,Data/abraham_images/7698.jpg
7523,4,7699,0,0,1,Data/abraham_images/7699.jpg
7524,3,7700,0,1,0,Data/abraham_images/7700.jpg
7525,4,7701,0,0,1,Data/abraham_images/7701.jpg
7526,4,7702,0,0,1,Data/abraham_images/7702.jpg
7527,4,7703,0,0,1,Data/abraham_images/7703.jpg
7528,2,7704,1,0,0,Data/abraham_images/7704.jpg
7529,4,7705,0,0,1,Data/abraham_images/7705.jpg
7530,4,7706,0,0,1,Data/abraham_images/7706.jpg
7531,4,7707,0,0,1,Data/abraham_images/7707.jpg
7532,3,7708,0,1,0,Data/abraham_images/7708.jpg
7533,1,7709,1,0,0,Data/abraham_images/7709.jpg
7534,1,7710,1,0,0,Data/abraham_images/7710.jpg
7535,4,7711,0,0,1,Data/abraham_images/7711.jpg
7536,1,7712,1,0,0,Data/abraham_images/7712.jpg
7537,4,7713,0,0,1,Data/abraham_images/7713.jpg
7538,4,7714,0,0,1,Data/abraham_images/7714.jpg
7539,1,7715,1,0,0,Data/abraham_images/7715.jpg
7540,4,7716,0,0,1,Data/abraham_images/7716.jpg
7541,4,7718,0,0,1,Data/abraham_images/7718.jpg
7542,1,7719,1,0,0,Data/abraham_images/7719.jpg
7543,4,7720,0,0,1,Data/abraham_images/7720.jpg
7544,3,7722,0,1,0,Data/abraham_images/7722.jpg
7545,4,7723,0,0,1,Data/abraham_images/7723.jpg
7546,2,7724,1,0,0,Data/abraham_images/7724.jpg
7547,4,7725,0,0,1,Data/abraham_images/7725.jpg
7548,3,7726,0,1,0,Data/abraham_images/7726.jpg
7549,4,7727,0,0,1,Data/abraham_images/7727.jpg
7550,4,7728,0,0,1,Data/abraham_images/7728.jpg
7551,4,7729,0,0,1,Data/abraham_images/7729.jpg
7552,4,7730,0,0,1,Data/abraham_images/7730.jpg
7553,4,7731,0,0,1,Data/abraham_images/7731.jpg
7554,4,7732,0,0,1,Data/abraham_images/7732.jpg
7555,3,7733,0,1,0,Data/abraham_images/7733.jpg
7556,1,7734,1,0,0,Data/abraham_images/7734.jpg
7557,4,7735,0,0,1,Data/abraham_images/7735.jpg
7558,3,7736,0,1,0,Data/abraham_images/7736.jpg
7559,4,7737,0,0,1,Data/abraham_images/7737.jpg
7560,4,7738,0,0,1,Data/abraham_images/7738.jpg
7561,2,7739,1,0,0,Data/abraham_images/7739.jpg
7562,1,7740,1,0,0,Data/abraham_images/7740.jpg
7563,4,7741,0,0,1,Data/abraham_images/7741.jpg
7564,4,7742,0,0,1,Data/abraham_images/7742.jpg
7565,1,7743,1,0,0,Data/abraham_images/7743.jpg
7566,4,7744,0,0,1,Data/abraham_images/7744.jpg
7567,4,7745,0,0,1,Data/abraham_images/7745.jpg
7568,4,7746,0,0,1,Data/abraham_images/7746.jpg
7569,4,7747,0,0,1,Data/abraham_images/7747.jpg
7570,2,7748,1,0,0,Data/abraham_images/7748.jpg
7571,4,7749,0,0,1,Data/abraham_images/7749.jpg
7572,4,7750,0,0,1,Data/abraham_images/7750.jpg
7573,4,7751,0,0,1,Data/abraham_images/7751.jpg
7574,1,7752,1,0,0,Data/abraham_images/7752.jpg
7575,1,7753,1,0,0,Data/abraham_images/7753.jpg
7576,3,7754,0,1,0,Data/abraham_images/7754.jpg
7577,1,7755,1,0,0,Data/abraham_images/7755.jpg
7578,3,7756,0,1,0,Data/abraham_images/7756.jpg
7579,4,7757,0,0,1,Data/abraham_images/7757.jpg
7580,3,7758,0,1,0,Data/abraham_images/7758.jpg
7581,4,7759,0,0,1,Data/abraham_images/7759.jpg
7582,4,7760,0,0,1,Data/abraham_images/7760.jpg
7583,4,7761,0,0,1,Data/abraham_images/7761.jpg
7584,4,7762,0,0,1,Data/abraham_images/7762.jpg
7585,3,7763,0,1,0,Data/abraham_images/7763.jpg
7586,3,7765,0,1,0,Data/abraham_images/7765.jpg
7587,1,7766,1,0,0,Data/abraham_images/7766.jpg
7588,4,7767,0,0,1,Data/abraham_images/7767.jpg
7589,1,7768,1,0,0,Data/abraham_images/7768.jpg
7590,4,7769,0,0,1,Data/abraham_images/7769.jpg
7591,4,7770,0,0,1,Data/abraham_images/7770.jpg
7592,4,7771,0,0,1,Data/abraham_images/7771.jpg
7593,4,7772,0,0,1,Data/abraham_images/7772.jpg
7594,4,7773,0,0,1,Data/abraham_images/7773.jpg
7595,3,7774,0,1,0,Data/abraham_images/7774.jpg
7596,4,7775,0,0,1,Data/abraham_images/7775.jpg
7597,4,7777,0,0,1,Data/abraham_images/7777.jpg
7598,4,7778,0,0,1,Data/abraham_images/7778.jpg
7599,4,7779,0,0,1,Data/abraham_images/7779.jpg
7600,1,7780,1,0,0,Data/abraham_images/7780.jpg
7601,4,7781,0,0,1,Data/abraham_images/7781.jpg
7602,4,7782,0,0,1,Data/abraham_images/7782.jpg
7603,4,7783,0,0,1,Data/abraham_images/7783.jpg
7604,4,7784,0,0,1,Data/abraham_images/7784.jpg
7605,4,7785,0,0,1,Data/abraham_images/7785.jpg
7606,3,7786,0,1,0,Data/abraham_images/7786.jpg
7607,3,7787,0,1,0,Data/abraham_images/7787.jpg
7608,2,7788,1,0,0,Data/abraham_images/7788.jpg
7609,4,7789,0,0,1,Data/abraham_images/7789.jpg
7610,4,7790,0,0,1,Data/abraham_images/7790.jpg
7611,4,7791,0,0,1,Data/abraham_images/7791.jpg
7612,4,7792,0,0,1,Data/abraham_images/7792.jpg
7613,4,7793,0,0,1,Data/abraham_images/7793.jpg
7614,3,7794,0,1,0,Data/abraham_images/7794.jpg
7615,2,7795,1,0,0,Data/abraham_images/7795.jpg
7616,4,7796,0,0,1,Data/abraham_images/7796.jpg
7617,3,7797,0,1,0,Data/abraham_images/7797.jpg
7618,4,7798,0,0,1,Data/abraham_images/7798.jpg
7619,3,7799,0,1,0,Data/abraham_images/7799.jpg
7620,1,7800,1,0,0,Data/abraham_images/7800.jpg
7621,4,7801,0,0,1,Data/abraham_images/7801.jpg
7622,2,7802,1,0,0,Data/abraham_images/7802.jpg
7623,4,7803,0,0,1,Data/abraham_images/7803.jpg
7624,3,7804,0,1,0,Data/abraham_images/7804.jpg
7625,3,7805,0,1,0,Data/abraham_images/7805.jpg
7626,4,7806,0,0,1,Data/abraham_images/7806.jpg
7627,4,7807,0,0,1,Data/abraham_images/7807.jpg
7628,1,7808,1,0,0,Data/abraham_images/7808.jpg
7629,4,7809,0,0,1,Data/abraham_images/7809.jpg
7630,2,7810,1,0,0,Data/abraham_images/7810.jpg
7631,4,7811,0,0,1,Data/abraham_images/7811.jpg
7632,1,7812,1,0,0,Data/abraham_images/7812.jpg
7633,4,7813,0,0,1,Data/abraham_images/7813.jpg
7634,1,7814,1,0,0,Data/abraham_images/7814.jpg
7635,3,7815,0,1,0,Data/abraham_images/7815.jpg
7636,3,7816,0,1,0,Data/abraham_images/7816.jpg
7637,1,7817,1,0,0,Data/abraham_images/7817.jpg
7638,4,7818,0,0,1,Data/abraham_images/7818.jpg
7639,4,7819,0,0,1,Data/abraham_images/7819.jpg
7640,3,7820,0,1,0,Data/abraham_images/7820.jpg
7641,3,7821,0,1,0,Data/abraham_images/7821.jpg
7642,4,7822,0,0,1,Data/abraham_images/7822.jpg
7643,4,7823,0,0,1,Data/abraham_images/7823.jpg
7644,1,7824,1,0,0,Data/abraham_images/7824.jpg
7645,4,7825,0,0,1,Data/abraham_images/7825.jpg
7646,2,7826,1,0,0,Data/abraham_images/7826.jpg
7647,4,7827,0,0,1,Data/abraham_images/7827.jpg
7648,4,7828,0,0,1,Data/abraham_images/7828.jpg
7649,3,7829,0,1,0,Data/abraham_images/7829.jpg
7650,4,7830,0,0,1,Data/abraham_images/7830.jpg
7651,3,7831,0,1,0,Data/abraham_images/7831.jpg
7652,4,7832,0,0,1,Data/abraham_images/7832.jpg
7653,4,7833,0,0,1,Data/abraham_images/7833.jpg
7654,4,7834,0,0,1,Data/abraham_images/7834.jpg
7655,4,7835,0,0,1,Data/abraham_images/7835.jpg
7656,4,7836,0,0,1,Data/abraham_images/7836.jpg
7657,4,7837,0,0,1,Data/abraham_images/7837.jpg
7658,4,7838,0,0,1,Data/abraham_images/7838.jpg
7659,4,7839,0,0,1,Data/abraham_images/7839.jpg
7660,3,7841,0,1,0,Data/abraham_images/7841.jpg
7661,4,7842,0,0,1,Data/abraham_images/7842.jpg
7662,4,7843,0,0,1,Data/abraham_images/7843.jpg
7663,2,7844,1,0,0,Data/abraham_images/7844.jpg
7664,4,7845,0,0,1,Data/abraham_images/7845.jpg
7665,4,7846,0,0,1,Data/abraham_images/7846.jpg
7666,4,7847,0,0,1,Data/abraham_images/7847.jpg
7667,4,7848,0,0,1,Data/abraham_images/7848.jpg
7668,1,7849,1,0,0,Data/abraham_images/7849.jpg
7669,4,7850,0,0,1,Data/abraham_images/7850.jpg
7670,4,7851,0,0,1,Data/abraham_images/7851.jpg
7671,4,7852,0,0,1,Data/abraham_images/7852.jpg
7672,3,7853,0,1,0,Data/abraham_images/7853.jpg
7673,1,7854,1,0,0,Data/abraham_images/7854.jpg
7674,4,7855,0,0,1,Data/abraham_images/7855.jpg
7675,4,7856,0,0,1,Data/abraham_images/7856.jpg
7676,4,7857,0,0,1,Data/abraham_images/7857.jpg
7677,3,7858,0,1,0,Data/abraham_images/7858.jpg
7678,1,7859,1,0,0,Data/abraham_images/7859.jpg
7679,4,7860,0,0,1,Data/abraham_images/7860.jpg
7680,4,7861,0,0,1,Data/abraham_images/7861.jpg
7681,4,7862,0,0,1,Data/abraham_images/7862.jpg
7682,4,7863,0,0,1,Data/abraham_images/7863.jpg
7683,2,7864,1,0,0,Data/abraham_images/7864.jpg
7684,4,7865,0,0,1,Data/abraham_images/7865.jpg
7685,3,7866,0,1,0,Data/abraham_images/7866.jpg
7686,4,7867,0,0,1,Data/abraham_images/7867.jpg
7687,2,7868,1,0,0,Data/abraham_images/7868.jpg
7688,3,7869,0,1,0,Data/abraham_images/7869.jpg
7689,3,7870,0,1,0,Data/abraham_images/7870.jpg
7690,1,7871,1,0,0,Data/abraham_images/7871.jpg
7691,4,7872,0,0,1,Data/abraham_images/7872.jpg
7692,4,7873,0,0,1,Data/abraham_images/7873.jpg
7693,3,7874,0,1,0,Data/abraham_images/7874.jpg
7694,1,7875,1,0,0,Data/abraham_images/7875.jpg
7695,4,7876,0,0,1,Data/abraham_images/7876.jpg
7696,4,7877,0,0,1,Data/abraham_images/7877.jpg
7697,4,7878,0,0,1,Data/abraham_images/7878.jpg
7698,4,7879,0,0,1,Data/abraham_images/7879.jpg
7699,1,7880,1,0,0,Data/abraham_images/7880.jpg
7700,1,7881,1,0,0,Data/abraham_images/7881.jpg
7701,4,7882,0,0,1,Data/abraham_images/7882.jpg
7702,1,7883,1,0,0,Data/abraham_images/7883.jpg
7703,3,7884,0,1,0,Data/abraham_images/7884.jpg
7704,4,7885,0,0,1,Data/abraham_images/7885.jpg
7705,2,7886,1,0,0,Data/abraham_images/7886.jpg
7706,4,7887,0,0,1,Data/abraham_images/7887.jpg
7707,4,7888,0,0,1,Data/abraham_images/7888.jpg
7708,4,7889,0,0,1,Data/abraham_images/7889.jpg
7709,1,7890,1,0,0,Data/abraham_images/7890.jpg
7710,4,7892,0,0,1,Data/abraham_images/7892.jpg
7711,4,7893,0,0,1,Data/abraham_images/7893.jpg
7712,4,7894,0,0,1,Data/abraham_images/7894.jpg
7713,4,7895,0,0,1,Data/abraham_images/7895.jpg
7714,4,7896,0,0,1,Data/abraham_images/7896.jpg
7715,4,7897,0,0,1,Data/abraham_images/7897.jpg
7716,4,7898,0,0,1,Data/abraham_images/7898.jpg
7717,2,7899,1,0,0,Data/abraham_images/7899.jpg
7718,4,7900,0,0,1,Data/abraham_images/7900.jpg
7719,1,7901,1,0,0,Data/abraham_images/7901.jpg
7720,1,7902,1,0,0,Data/abraham_images/7902.jpg
7721,4,7903,0,0,1,Data/abraham_images/7903.jpg
7722,4,7904,0,0,1,Data/abraham_images/7904.jpg
7723,4,7905,0,0,1,Data/abraham_images/7905.jpg
7724,2,7906,1,0,0,Data/abraham_images/7906.jpg
7725,4,7907,0,0,1,Data/abraham_images/7907.jpg
7726,4,7908,0,0,1,Data/abraham_images/7908.jpg
7727,4,7909,0,0,1,Data/abraham_images/7909.jpg
7728,3,7910,0,1,0,Data/abraham_images/7910.jpg
7729,4,7911,0,0,1,Data/abraham_images/7911.jpg
7730,2,7912,1,0,0,Data/abraham_images/7912.jpg
7731,4,7913,0,0,1,Data/abraham_images/7913.jpg
7732,1,7914,1,0,0,Data/abraham_images/7914.jpg
7733,1,7915,1,0,0,Data/abraham_images/7915.jpg
7734,3,7916,0,1,0,Data/abraham_images/7916.jpg
7735,4,7917,0,0,1,Data/abraham_images/7917.jpg
7736,4,7918,0,0,1,Data/abraham_images/7918.jpg
7737,4,7919,0,0,1,Data/abraham_images/7919.jpg
7738,4,7920,0,0,1,Data/abraham_images/7920.jpg
7739,3,7921,0,1,0,Data/abraham_images/7921.jpg
7740,4,7922,0,0,1,Data/abraham_images/7922.jpg
7741,4,7923,0,0,1,Data/abraham_images/7923.jpg
7742,4,7924,0,0,1,Data/abraham_images/7924.jpg
7743,4,7925,0,0,1,Data/abraham_images/7925.jpg
7744,4,7926,0,0,1,Data/abraham_images/7926.jpg
7745,1,7927,1,0,0,Data/abraham_images/7927.jpg
7746,3,7928,0,1,0,Data/abraham_images/7928.jpg
7747,4,7929,0,0,1,Data/abraham_images/7929.jpg
7748,3,7930,0,1,0,Data/abraham_images/7930.jpg
7749,4,7931,0,0,1,Data/abraham_images/7931.jpg
7750,4,7932,0,0,1,Data/abraham_images/7932.jpg
7751,3,7933,0,1,0,Data/abraham_images/7933.jpg
7752,4,7934,0,0,1,Data/abraham_images/7934.jpg
7753,1,7935,1,0,0,Data/abraham_images/7935.jpg
7754,4,7936,0,0,1,Data/abraham_images/7936.jpg
7755,4,7937,0,0,1,Data/abraham_images/7937.jpg
7756,1,7938,1,0,0,Data/abraham_images/7938.jpg
7757,4,7939,0,0,1,Data/abraham_images/7939.jpg
7758,3,7940,0,1,0,Data/abraham_images/7940.jpg
7759,3,7941,0,1,0,Data/abraham_images/7941.jpg
7760,1,7942,1,0,0,Data/abraham_images/7942.jpg
7761,4,7943,0,0,1,Data/abraham_images/7943.jpg
7762,4,7944,0,0,1,Data/abraham_images/7944.jpg
7763,3,7945,0,1,0,Data/abraham_images/7945.jpg
7764,3,7946,0,1,0,Data/abraham_images/7946.jpg
7765,4,7947,0,0,1,Data/abraham_images/7947.jpg
7766,3,7948,0,1,0,Data/abraham_images/7948.jpg
7767,4,7949,0,0,1,Data/abraham_images/7949.jpg
7768,4,7950,0,0,1,Data/abraham_images/7950.jpg
7769,4,7951,0,0,1,Data/abraham_images/7951.jpg
7770,1,7952,1,0,0,Data/abraham_images/7952.jpg
7771,3,7953,0,1,0,Data/abraham_images/7953.jpg
7772,4,7954,0,0,1,Data/abraham_images/7954.jpg
7773,2,7955,1,0,0,Data/abraham_images/7955.jpg
7774,4,7956,0,0,1,Data/abraham_images/7956.jpg
7775,4,7957,0,0,1,Data/abraham_images/7957.jpg
7776,1,7958,1,0,0,Data/abraham_images/7958.jpg
7777,1,7959,1,0,0,Data/abraham_images/7959.jpg
7778,4,7960,0,0,1,Data/abraham_images/7960.jpg
7779,3,7961,0,1,0,Data/abraham_images/7961.jpg
7780,4,7962,0,0,1,Data/abraham_images/7962.jpg
7781,3,7963,0,1,0,Data/abraham_images/7963.jpg
7782,1,7964,1,0,0,Data/abraham_images/7964.jpg
7783,2,7965,1,0,0,Data/abraham_images/7965.jpg
7784,3,7966,0,1,0,Data/abraham_images/7966.jpg
7785,4,7967,0,0,1,Data/abraham_images/7967.jpg
7786,1,7968,1,0,0,Data/abraham_images/7968.jpg
7787,1,7969,1,0,0,Data/abraham_images/7969.jpg
7788,1,7970,1,0,0,Data/abraham_images/7970.jpg
7789,4,7971,0,0,1,Data/abraham_images/7971.jpg
7790,4,7972,0,0,1,Data/abraham_images/7972.jpg
7791,3,7973,0,1,0,Data/abraham_images/7973.jpg
7792,2,7974,1,0,0,Data/abraham_images/7974.jpg
7793,1,7975,1,0,0,Data/abraham_images/7975.jpg
7794,4,7976,0,0,1,Data/abraham_images/7976.jpg
7795,4,7977,0,0,1,Data/abraham_images/7977.jpg
7796,4,7978,0,0,1,Data/abraham_images/7978.jpg
7797,4,7979,0,0,1,Data/abraham_images/7979.jpg
7798,3,7980,0,1,0,Data/abraham_images/7980.jpg
7799,4,7981,0,0,1,Data/abraham_images/7981.jpg
7800,3,7982,0,1,0,Data/abraham_images/7982.jpg
7801,1,7983,1,0,0,Data/abraham_images/7983.jpg
7802,1,7984,1,0,0,Data/abraham_images/7984.jpg
7803,4,7985,0,0,1,Data/abraham_images/7985.jpg
7804,4,7986,0,0,1,Data/abraham_images/7986.jpg
7805,4,7987,0,0,1,Data/abraham_images/7987.jpg
7806,4,7988,0,0,1,Data/abraham_images/7988.jpg
7807,4,7989,0,0,1,Data/abraham_images/7989.jpg
7808,3,7990,0,1,0,Data/abraham_images/7990.jpg
7809,4,7991,0,0,1,Data/abraham_images/7991.jpg
7810,3,7992,0,1,0,Data/abraham_images/7992.jpg
7811,1,7993,1,0,0,Data/abraham_images/7993.jpg
7812,4,7994,0,0,1,Data/abraham_images/7994.jpg
7813,1,7995,1,0,0,Data/abraham_images/7995.jpg
7814,4,7996,0,0,1,Data/abraham_images/7996.jpg
7815,4,7997,0,0,1,Data/abraham_images/7997.jpg
7816,1,7998,1,0,0,Data/abraham_images/7998.jpg
7817,4,7999,0,0,1,Data/abraham_images/7999.jpg
7818,4,8000,0,0,1,Data/abraham_images/8000.jpg
7819,3,8001,0,1,0,Data/abraham_images/8001.jpg
7820,4,8002,0,0,1,Data/abraham_images/8002.jpg
7821,4,8003,0,0,1,Data/abraham_images/8003.jpg
7822,4,8004,0,0,1,Data/abraham_images/8004.jpg
7823,4,8005,0,0,1,Data/abraham_images/8005.jpg
7824,3,8007,0,1,0,Data/abraham_images/8007.jpg
7825,1,8008,1,0,0,Data/abraham_images/8008.jpg
7826,3,8009,0,1,0,Data/abraham_images/8009.jpg
7827,4,8010,0,0,1,Data/abraham_images/8010.jpg
7828,4,8011,0,0,1,Data/abraham_images/8011.jpg
7829,3,8013,0,1,0,Data/abraham_images/8013.jpg
7830,1,8014,1,0,0,Data/abraham_images/8014.jpg
7831,4,8015,0,0,1,Data/abraham_images/8015.jpg
7832,2,8016,1,0,0,Data/abraham_images/8016.jpg
7833,4,8017,0,0,1,Data/abraham_images/8017.jpg
7834,4,8018,0,0,1,Data/abraham_images/8018.jpg
7835,4,8019,0,0,1,Data/abraham_images/8019.jpg
7836,4,8020,0,0,1,Data/abraham_images/8020.jpg
7837,2,8021,1,0,0,Data/abraham_images/8021.jpg
7838,4,8022,0,0,1,Data/abraham_images/8022.jpg
7839,3,8023,0,1,0,Data/abraham_images/8023.jpg
7840,4,8024,0,0,1,Data/abraham_images/8024.jpg
7841,4,8025,0,0,1,Data/abraham_images/8025.jpg
7842,4,8026,0,0,1,Data/abraham_images/8026.jpg
7843,4,8027,0,0,1,Data/abraham_images/8027.jpg
7844,4,8028,0,0,1,Data/abraham_images/8028.jpg
7845,1,8029,1,0,0,Data/abraham_images/8029.jpg
7846,1,8030,1,0,0,Data/abraham_images/8030.jpg
7847,4,8031,0,0,1,Data/abraham_images/8031.jpg
7848,1,8032,1,0,0,Data/abraham_images/8032.jpg
7849,4,8033,0,0,1,Data/abraham_images/8033.jpg
7850,4,8034,0,0,1,Data/abraham_images/8034.jpg
7851,4,8035,0,0,1,Data/abraham_images/8035.jpg
7852,2,8036,1,0,0,Data/abraham_images/8036.jpg
7853,4,8037,0,0,1,Data/abraham_images/8037.jpg
7854,4,8038,0,0,1,Data/abraham_images/8038.jpg
7855,4,8039,0,0,1,Data/abraham_images/8039.jpg
7856,1,8040,1,0,0,Data/abraham_images/8040.jpg
7857,1,8041,1,0,0,Data/abraham_images/8041.jpg
7858,4,8042,0,0,1,Data/abraham_images/8042.jpg
7859,4,8043,0,0,1,Data/abraham_images/8043.jpg
7860,4,8045,0,0,1,Data/abraham_images/8045.jpg
7861,4,8046,0,0,1,Data/abraham_images/8046.jpg
7862,3,8047,0,1,0,Data/abraham_images/8047.jpg
7863,4,8048,0,0,1,Data/abraham_images/8048.jpg
7864,4,8049,0,0,1,Data/abraham_images/8049.jpg
7865,4,8050,0,0,1,Data/abraham_images/8050.jpg
7866,2,8051,1,0,0,Data/abraham_images/8051.jpg
7867,1,8052,1,0,0,Data/abraham_images/8052.jpg
7868,4,8053,0,0,1,Data/abraham_images/8053.jpg
7869,3,8054,0,1,0,Data/abraham_images/8054.jpg
7870,4,8055,0,0,1,Data/abraham_images/8055.jpg
7871,4,8056,0,0,1,Data/abraham_images/8056.jpg
7872,4,8057,0,0,1,Data/abraham_images/8057.jpg
7873,4,8058,0,0,1,Data/abraham_images/8058.jpg
7874,4,8059,0,0,1,Data/abraham_images/8059.jpg
7875,1,8060,1,0,0,Data/abraham_images/8060.jpg
7876,3,8061,0,1,0,Data/abraham_images/8061.jpg
7877,3,8062,0,1,0,Data/abraham_images/8062.jpg
7878,4,8063,0,0,1,Data/abraham_images/8063.jpg
7879,4,8064,0,0,1,Data/abraham_images/8064.jpg
7880,4,8065,0,0,1,Data/abraham_images/8065.jpg
7881,1,8066,1,0,0,Data/abraham_images/8066.jpg
7882,4,8067,0,0,1,Data/abraham_images/8067.jpg
7883,4,8068,0,0,1,Data/abraham_images/8068.jpg
7884,4,8069,0,0,1,Data/abraham_images/8069.jpg
7885,4,8070,0,0,1,Data/abraham_images/8070.jpg
7886,4,8071,0,0,1,Data/abraham_images/8071.jpg
7887,3,8072,0,1,0,Data/abraham_images/8072.jpg
7888,2,8073,1,0,0,Data/abraham_images/8073.jpg
7889,3,8074,0,1,0,Data/abraham_images/8074.jpg
7890,4,8075,0,0,1,Data/abraham_images/8075.jpg
7891,4,8076,0,0,1,Data/abraham_images/8076.jpg
7892,4,8077,0,0,1,Data/abraham_images/8077.jpg
7893,3,8078,0,1,0,Data/abraham_images/8078.jpg
7894,4,8079,0,0,1,Data/abraham_images/8079.jpg
7895,4,8080,0,0,1,Data/abraham_images/8080.jpg
7896,4,8081,0,0,1,Data/abraham_images/8081.jpg
7897,4,8082,0,0,1,Data/abraham_images/8082.jpg
7898,4,8083,0,0,1,Data/abraham_images/8083.jpg
7899,4,8084,0,0,1,Data/abraham_images/8084.jpg
7900,3,8085,0,1,0,Data/abraham_images/8085.jpg
7901,4,8086,0,0,1,Data/abraham_images/8086.jpg
7902,3,8087,0,1,0,Data/abraham_images/8087.jpg
7903,4,8088,0,0,1,Data/abraham_images/8088.jpg
7904,4,8089,0,0,1,Data/abraham_images/8089.jpg
7905,3,8090,0,1,0,Data/abraham_images/8090.jpg
7906,3,8091,0,1,0,Data/abraham_images/8091.jpg
7907,4,8092,0,0,1,Data/abraham_images/8092.jpg
7908,1,8093,1,0,0,Data/abraham_images/8093.jpg
7909,4,8094,0,0,1,Data/abraham_images/8094.jpg
7910,4,8095,0,0,1,Data/abraham_images/8095.jpg
7911,4,8096,0,0,1,Data/abraham_images/8096.jpg
7912,4,8097,0,0,1,Data/abraham_images/8097.jpg
7913,2,8098,1,0,0,Data/abraham_images/8098.jpg
7914,4,8099,0,0,1,Data/abraham_images/8099.jpg
7915,4,8100,0,0,1,Data/abraham_images/8100.jpg
7916,1,8101,1,0,0,Data/abraham_images/8101.jpg
7917,4,8102,0,0,1,Data/abraham_images/8102.jpg
7918,4,8103,0,0,1,Data/abraham_images/8103.jpg
7919,4,8104,0,0,1,Data/abraham_images/8104.jpg
7920,4,8105,0,0,1,Data/abraham_images/8105.jpg
7921,4,8106,0,0,1,Data/abraham_images/8106.jpg
7922,3,8107,0,1,0,Data/abraham_images/8107.jpg
7923,3,8108,0,1,0,Data/abraham_images/8108.jpg
7924,4,8109,0,0,1,Data/abraham_images/8109.jpg
7925,3,8110,0,1,0,Data/abraham_images/8110.jpg
