binaryttype,name_2,path,Lenticular,Elliptical,Spiral,Other
4,39799,../Data/Efigi_images/i_mages/39799.0.jpg,0,0,1,0
4,39819,../Data/Efigi_images/i_mages/39819.0.jpg,0,0,1,0
4,39832,../Data/Efigi_images/i_mages/39832.0.jpg,0,0,1,0
4,39840,../Data/Efigi_images/i_mages/39840.0.jpg,0,0,1,0
4,39859,../Data/Efigi_images/i_mages/39859.0.jpg,0,0,1,0
4,39864,../Data/Efigi_images/i_mages/39864.0.jpg,0,0,1,0
4,39886,../Data/Efigi_images/i_mages/39886.0.jpg,0,0,1,0
4,39892,../Data/Efigi_images/i_mages/39892.0.jpg,0,0,1,0
1,39897,../Data/Efigi_images/i_mages/39897.0.jpg,1,0,0,0
4,39902,../Data/Efigi_images/i_mages/39902.0.jpg,0,0,1,0
4,39918,../Data/Efigi_images/i_mages/39918.0.jpg,0,0,1,0
4,39919,../Data/Efigi_images/i_mages/39919.0.jpg,0,0,1,0
4,39925,../Data/Efigi_images/i_mages/39925.0.jpg,0,0,1,0
1,39943,../Data/Efigi_images/i_mages/39943.0.jpg,1,0,0,0
4,39950,../Data/Efigi_images/i_mages/39950.0.jpg,0,0,1,0
1,39953,../Data/Efigi_images/i_mages/39953.0.jpg,1,0,0,0
4,39964,../Data/Efigi_images/i_mages/39964.0.jpg,0,0,1,0
4,39965,../Data/Efigi_images/i_mages/39965.0.jpg,0,0,1,0
4,39968,../Data/Efigi_images/i_mages/39968.0.jpg,0,0,1,0
4,39974,../Data/Efigi_images/i_mages/39974.0.jpg,0,0,1,0
4,39999,../Data/Efigi_images/i_mages/39999.0.jpg,0,0,1,0
4,40002,../Data/Efigi_images/i_mages/40002.0.jpg,0,0,1,0
4,40004,../Data/Efigi_images/i_mages/40004.0.jpg,0,0,1,0
4,40005,../Data/Efigi_images/i_mages/40005.0.jpg,0,0,1,0
4,40014,../Data/Efigi_images/i_mages/40014.0.jpg,0,0,1,0
4,40015,../Data/Efigi_images/i_mages/40015.0.jpg,0,0,1,0
4,40026,../Data/Efigi_images/i_mages/40026.0.jpg,0,0,1,0
4,40030,../Data/Efigi_images/i_mages/40030.0.jpg,0,0,1,0
1,40031,../Data/Efigi_images/i_mages/40031.0.jpg,1,0,0,0
4,40032,../Data/Efigi_images/i_mages/40032.0.jpg,0,0,1,0
4,40033,../Data/Efigi_images/i_mages/40033.0.jpg,0,0,1,0
4,40034,../Data/Efigi_images/i_mages/40034.0.jpg,0,0,1,0
2,40051,../Data/Efigi_images/i_mages/40051.0.jpg,1,0,0,0
4,40068,../Data/Efigi_images/i_mages/40068.0.jpg,0,0,1,0
4,40078,../Data/Efigi_images/i_mages/40078.0.jpg,0,0,1,0
4,40095,../Data/Efigi_images/i_mages/40095.0.jpg,0,0,1,0
4,40105,../Data/Efigi_images/i_mages/40105.0.jpg,0,0,1,0
4,40111,../Data/Efigi_images/i_mages/40111.0.jpg,0,0,1,0
4,40119,../Data/Efigi_images/i_mages/40119.0.jpg,0,0,1,0
3,40122,../Data/Efigi_images/i_mages/40122.0.jpg,0,1,0,0
4,40128,../Data/Efigi_images/i_mages/40128.0.jpg,0,0,1,0
4,40133,../Data/Efigi_images/i_mages/40133.0.jpg,0,0,1,0
4,40145,../Data/Efigi_images/i_mages/40145.0.jpg,0,0,1,0
4,40147,../Data/Efigi_images/i_mages/40147.0.jpg,0,0,1,0
4,40153,../Data/Efigi_images/i_mages/40153.0.jpg,0,0,1,0
3,40169,../Data/Efigi_images/i_mages/40169.0.jpg,0,1,0,0
4,40171,../Data/Efigi_images/i_mages/40171.0.jpg,0,0,1,0
4,40201,../Data/Efigi_images/i_mages/40201.0.jpg,0,0,1,0
4,40209,../Data/Efigi_images/i_mages/40209.0.jpg,0,0,1,0
4,40218,../Data/Efigi_images/i_mages/40218.0.jpg,0,0,1,0
1,40228,../Data/Efigi_images/i_mages/40228.0.jpg,1,0,0,0
4,40250,../Data/Efigi_images/i_mages/40250.0.jpg,0,0,1,0
4,40251,../Data/Efigi_images/i_mages/40251.0.jpg,0,0,1,0
1,40252,../Data/Efigi_images/i_mages/40252.0.jpg,1,0,0,0
4,40256,../Data/Efigi_images/i_mages/40256.0.jpg,0,0,1,0
4,40260,../Data/Efigi_images/i_mages/40260.0.jpg,0,0,1,0
4,40264,../Data/Efigi_images/i_mages/40264.0.jpg,0,0,1,0
4,40273,../Data/Efigi_images/i_mages/40273.0.jpg,0,0,1,0
4,40278,../Data/Efigi_images/i_mages/40278.0.jpg,0,0,1,0
1,40280,../Data/Efigi_images/i_mages/40280.0.jpg,1,0,0,0
4,40284,../Data/Efigi_images/i_mages/40284.0.jpg,0,0,1,0
4,40296,../Data/Efigi_images/i_mages/40296.0.jpg,0,0,1,0
4,40303,../Data/Efigi_images/i_mages/40303.0.jpg,0,0,1,0
4,40306,../Data/Efigi_images/i_mages/40306.0.jpg,0,0,1,0
3,40309,../Data/Efigi_images/i_mages/40309.0.jpg,0,1,0,0
1,40313,../Data/Efigi_images/i_mages/40313.0.jpg,1,0,0,0
4,40317,../Data/Efigi_images/i_mages/40317.0.jpg,0,0,1,0
4,40329,../Data/Efigi_images/i_mages/40329.0.jpg,0,0,1,0
4,40330,../Data/Efigi_images/i_mages/40330.0.jpg,0,0,1,0
4,40337,../Data/Efigi_images/i_mages/40337.0.jpg,0,0,1,0
4,40342,../Data/Efigi_images/i_mages/40342.0.jpg,0,0,1,0
2,40346,../Data/Efigi_images/i_mages/40346.0.jpg,1,0,0,0
4,40347,../Data/Efigi_images/i_mages/40347.0.jpg,0,0,1,0
3,40363,../Data/Efigi_images/i_mages/40363.0.jpg,0,1,0,0
4,40374,../Data/Efigi_images/i_mages/40374.0.jpg,0,0,1,0
3,40375,../Data/Efigi_images/i_mages/40375.0.jpg,0,1,0,0
1,40396,../Data/Efigi_images/i_mages/40396.0.jpg,1,0,0,0
4,40406,../Data/Efigi_images/i_mages/40406.0.jpg,0,0,1,0
1,40439,../Data/Efigi_images/i_mages/40439.0.jpg,1,0,0,0
1,40442,../Data/Efigi_images/i_mages/40442.0.jpg,1,0,0,0
3,40455,../Data/Efigi_images/i_mages/40455.0.jpg,0,1,0,0
4,40475,../Data/Efigi_images/i_mages/40475.0.jpg,0,0,1,0
1,40477,../Data/Efigi_images/i_mages/40477.0.jpg,1,0,0,0
1,40484,../Data/Efigi_images/i_mages/40484.0.jpg,1,0,0,0
4,40485,../Data/Efigi_images/i_mages/40485.0.jpg,0,0,1,0
1,40500,../Data/Efigi_images/i_mages/40500.0.jpg,1,0,0,0
4,40507,../Data/Efigi_images/i_mages/40507.0.jpg,0,0,1,0
4,40530,../Data/Efigi_images/i_mages/40530.0.jpg,0,0,1,0
1,40536,../Data/Efigi_images/i_mages/40536.0.jpg,1,0,0,0
4,40537,../Data/Efigi_images/i_mages/40537.0.jpg,0,0,1,0
4,40561,../Data/Efigi_images/i_mages/40561.0.jpg,0,0,1,0
1,40562,../Data/Efigi_images/i_mages/40562.0.jpg,1,0,0,0
4,40563,../Data/Efigi_images/i_mages/40563.0.jpg,0,0,1,0
4,40564,../Data/Efigi_images/i_mages/40564.0.jpg,0,0,1,0
4,40566,../Data/Efigi_images/i_mages/40566.0.jpg,0,0,1,0
4,40581,../Data/Efigi_images/i_mages/40581.0.jpg,0,0,1,0
4,40596,../Data/Efigi_images/i_mages/40596.0.jpg,0,0,1,0
4,40597,../Data/Efigi_images/i_mages/40597.0.jpg,0,0,1,0
4,40605,../Data/Efigi_images/i_mages/40605.0.jpg,0,0,1,0
4,40607,../Data/Efigi_images/i_mages/40607.0.jpg,0,0,1,0
4,40621,../Data/Efigi_images/i_mages/40621.0.jpg,0,0,1,0
4,40622,../Data/Efigi_images/i_mages/40622.0.jpg,0,0,1,0
4,40629,../Data/Efigi_images/i_mages/40629.0.jpg,0,0,1,0
4,40632,../Data/Efigi_images/i_mages/40632.0.jpg,0,0,1,0
4,40643,../Data/Efigi_images/i_mages/40643.0.jpg,0,0,1,0
4,40644,../Data/Efigi_images/i_mages/40644.0.jpg,0,0,1,0
4,40645,../Data/Efigi_images/i_mages/40645.0.jpg,0,0,1,0
3,40652,../Data/Efigi_images/i_mages/40652.0.jpg,0,1,0,0
3,40653,../Data/Efigi_images/i_mages/40653.0.jpg,0,1,0,0
4,40658,../Data/Efigi_images/i_mages/40658.0.jpg,0,0,1,0
4,40660,../Data/Efigi_images/i_mages/40660.0.jpg,0,0,1,0
1,40673,../Data/Efigi_images/i_mages/40673.0.jpg,1,0,0,0
2,40694,../Data/Efigi_images/i_mages/40694.0.jpg,1,0,0,0
4,40695,../Data/Efigi_images/i_mages/40695.0.jpg,0,0,1,0
1,40697,../Data/Efigi_images/i_mages/40697.0.jpg,1,0,0,0
4,40705,../Data/Efigi_images/i_mages/40705.0.jpg,0,0,1,0
4,40727,../Data/Efigi_images/i_mages/40727.0.jpg,0,0,1,0
4,40743,../Data/Efigi_images/i_mages/40743.0.jpg,0,0,1,0
4,40745,../Data/Efigi_images/i_mages/40745.0.jpg,0,0,1,0
4,40754,../Data/Efigi_images/i_mages/40754.0.jpg,0,0,1,0
1,40756,../Data/Efigi_images/i_mages/40756.0.jpg,1,0,0,0
4,40761,../Data/Efigi_images/i_mages/40761.0.jpg,0,0,1,0
2,40762,../Data/Efigi_images/i_mages/40762.0.jpg,1,0,0,0
2,40772,../Data/Efigi_images/i_mages/40772.0.jpg,1,0,0,0
4,40775,../Data/Efigi_images/i_mages/40775.0.jpg,0,0,1,0
1,40785,../Data/Efigi_images/i_mages/40785.0.jpg,1,0,0,0
4,40789,../Data/Efigi_images/i_mages/40789.0.jpg,0,0,1,0
4,40790,../Data/Efigi_images/i_mages/40790.0.jpg,0,0,1,0
4,40791,../Data/Efigi_images/i_mages/40791.0.jpg,0,0,1,0
1,40797,../Data/Efigi_images/i_mages/40797.0.jpg,1,0,0,0
4,40807,../Data/Efigi_images/i_mages/40807.0.jpg,0,0,1,0
2,40809,../Data/Efigi_images/i_mages/40809.0.jpg,1,0,0,0
4,40811,../Data/Efigi_images/i_mages/40811.0.jpg,0,0,1,0
1,40816,../Data/Efigi_images/i_mages/40816.0.jpg,1,0,0,0
4,40820,../Data/Efigi_images/i_mages/40820.0.jpg,0,0,1,0
2,40836,../Data/Efigi_images/i_mages/40836.0.jpg,1,0,0,0
4,40839,../Data/Efigi_images/i_mages/40839.0.jpg,0,0,1,0
1,40850,../Data/Efigi_images/i_mages/40850.0.jpg,1,0,0,0
4,40851,../Data/Efigi_images/i_mages/40851.0.jpg,0,0,1,0
4,40852,../Data/Efigi_images/i_mages/40852.0.jpg,0,0,1,0
4,40857,../Data/Efigi_images/i_mages/40857.0.jpg,0,0,1,0
4,40861,../Data/Efigi_images/i_mages/40861.0.jpg,0,0,1,0
3,40886,../Data/Efigi_images/i_mages/40886.0.jpg,0,1,0,0
1,40898,../Data/Efigi_images/i_mages/40898.0.jpg,1,0,0,0
4,40903,../Data/Efigi_images/i_mages/40903.0.jpg,0,0,1,0
4,40904,../Data/Efigi_images/i_mages/40904.0.jpg,0,0,1,0
4,40914,../Data/Efigi_images/i_mages/40914.0.jpg,0,0,1,0
4,40918,../Data/Efigi_images/i_mages/40918.0.jpg,0,0,1,0
4,40927,../Data/Efigi_images/i_mages/40927.0.jpg,0,0,1,0
1,40950,../Data/Efigi_images/i_mages/40950.0.jpg,1,0,0,0
4,40954,../Data/Efigi_images/i_mages/40954.0.jpg,0,0,1,0
4,40956,../Data/Efigi_images/i_mages/40956.0.jpg,0,0,1,0
4,40962,../Data/Efigi_images/i_mages/40962.0.jpg,0,0,1,0
4,40964,../Data/Efigi_images/i_mages/40964.0.jpg,0,0,1,0
4,40973,../Data/Efigi_images/i_mages/40973.0.jpg,0,0,1,0
4,40985,../Data/Efigi_images/i_mages/40985.0.jpg,0,0,1,0
4,40987,../Data/Efigi_images/i_mages/40987.0.jpg,0,0,1,0
4,41017,../Data/Efigi_images/i_mages/41017.0.jpg,0,0,1,0
4,41020,../Data/Efigi_images/i_mages/41020.0.jpg,0,0,1,0
4,41031,../Data/Efigi_images/i_mages/41031.0.jpg,0,0,1,0
4,41036,../Data/Efigi_images/i_mages/41036.0.jpg,0,0,1,0
4,41048,../Data/Efigi_images/i_mages/41048.0.jpg,0,0,1,0
4,41050,../Data/Efigi_images/i_mages/41050.0.jpg,0,0,1,0
4,41051,../Data/Efigi_images/i_mages/41051.0.jpg,0,0,1,0
4,41054,../Data/Efigi_images/i_mages/41054.0.jpg,0,0,1,0
1,41060,../Data/Efigi_images/i_mages/41060.0.jpg,1,0,0,0
4,41061,../Data/Efigi_images/i_mages/41061.0.jpg,0,0,1,0
4,41063,../Data/Efigi_images/i_mages/41063.0.jpg,0,0,1,0
1,41069,../Data/Efigi_images/i_mages/41069.0.jpg,1,0,0,0
4,41083,../Data/Efigi_images/i_mages/41083.0.jpg,0,0,1,0
3,41095,../Data/Efigi_images/i_mages/41095.0.jpg,0,1,0,0
2,41101,../Data/Efigi_images/i_mages/41101.0.jpg,1,0,0,0
3,41104,../Data/Efigi_images/i_mages/41104.0.jpg,0,1,0,0
4,41109,../Data/Efigi_images/i_mages/41109.0.jpg,0,0,1,0
1,41111,../Data/Efigi_images/i_mages/41111.0.jpg,1,0,0,0
4,41119,../Data/Efigi_images/i_mages/41119.0.jpg,0,0,1,0
4,41125,../Data/Efigi_images/i_mages/41125.0.jpg,0,0,1,0
4,41153,../Data/Efigi_images/i_mages/41153.0.jpg,0,0,1,0
4,41155,../Data/Efigi_images/i_mages/41155.0.jpg,0,0,1,0
2,41164,../Data/Efigi_images/i_mages/41164.0.jpg,1,0,0,0
4,41166,../Data/Efigi_images/i_mages/41166.0.jpg,0,0,1,0
1,41169,../Data/Efigi_images/i_mages/41169.0.jpg,1,0,0,0
4,41170,../Data/Efigi_images/i_mages/41170.0.jpg,0,0,1,0
3,41171,../Data/Efigi_images/i_mages/41171.0.jpg,0,1,0,0
4,41177,../Data/Efigi_images/i_mages/41177.0.jpg,0,0,1,0
4,41189,../Data/Efigi_images/i_mages/41189.0.jpg,0,0,1,0
4,41202,../Data/Efigi_images/i_mages/41202.0.jpg,0,0,1,0
4,41207,../Data/Efigi_images/i_mages/41207.0.jpg,0,0,1,0
3,41217,../Data/Efigi_images/i_mages/41217.0.jpg,0,1,0,0
3,41220,../Data/Efigi_images/i_mages/41220.0.jpg,0,1,0,0
1,41228,../Data/Efigi_images/i_mages/41228.0.jpg,1,0,0,0
4,41239,../Data/Efigi_images/i_mages/41239.0.jpg,0,0,1,0
1,41241,../Data/Efigi_images/i_mages/41241.0.jpg,1,0,0,0
4,41244,../Data/Efigi_images/i_mages/41244.0.jpg,0,0,1,0
1,41255,../Data/Efigi_images/i_mages/41255.0.jpg,1,0,0,0
4,41258,../Data/Efigi_images/i_mages/41258.0.jpg,0,0,1,0
1,41260,../Data/Efigi_images/i_mages/41260.0.jpg,1,0,0,0
4,41269,../Data/Efigi_images/i_mages/41269.0.jpg,0,0,1,0
4,41272,../Data/Efigi_images/i_mages/41272.0.jpg,0,0,1,0
4,41283,../Data/Efigi_images/i_mages/41283.0.jpg,0,0,1,0
3,41297,../Data/Efigi_images/i_mages/41297.0.jpg,0,1,0,0
1,41302,../Data/Efigi_images/i_mages/41302.0.jpg,1,0,0,0
4,41307,../Data/Efigi_images/i_mages/41307.0.jpg,0,0,1,0
4,41317,../Data/Efigi_images/i_mages/41317.0.jpg,0,0,1,0
4,41326,../Data/Efigi_images/i_mages/41326.0.jpg,0,0,1,0
3,41327,../Data/Efigi_images/i_mages/41327.0.jpg,0,1,0,0
4,41333,../Data/Efigi_images/i_mages/41333.0.jpg,0,0,1,0
1,41339,../Data/Efigi_images/i_mages/41339.0.jpg,1,0,0,0
3,41361,../Data/Efigi_images/i_mages/41361.0.jpg,0,1,0,0
2,41363,../Data/Efigi_images/i_mages/41363.0.jpg,1,0,0,0
4,41376,../Data/Efigi_images/i_mages/41376.0.jpg,0,0,1,0
2,41383,../Data/Efigi_images/i_mages/41383.0.jpg,1,0,0,0
4,41395,../Data/Efigi_images/i_mages/41395.0.jpg,0,0,1,0
4,41400,../Data/Efigi_images/i_mages/41400.0.jpg,0,0,1,0
1,41404,../Data/Efigi_images/i_mages/41404.0.jpg,1,0,0,0
4,41407,../Data/Efigi_images/i_mages/41407.0.jpg,0,0,1,0
1,41409,../Data/Efigi_images/i_mages/41409.0.jpg,1,0,0,0
4,41410,../Data/Efigi_images/i_mages/41410.0.jpg,0,0,1,0
4,41435,../Data/Efigi_images/i_mages/41435.0.jpg,0,0,1,0
4,41436,../Data/Efigi_images/i_mages/41436.0.jpg,0,0,1,0
4,41457,../Data/Efigi_images/i_mages/41457.0.jpg,0,0,1,0
4,41466,../Data/Efigi_images/i_mages/41466.0.jpg,0,0,1,0
4,41471,../Data/Efigi_images/i_mages/41471.0.jpg,0,0,1,0
4,41473,../Data/Efigi_images/i_mages/41473.0.jpg,0,0,1,0
1,41489,../Data/Efigi_images/i_mages/41489.0.jpg,1,0,0,0
4,41494,../Data/Efigi_images/i_mages/41494.0.jpg,0,0,1,0
4,41504,../Data/Efigi_images/i_mages/41504.0.jpg,0,0,1,0
4,41505,../Data/Efigi_images/i_mages/41505.0.jpg,0,0,1,0
4,41514,../Data/Efigi_images/i_mages/41514.0.jpg,0,0,1,0
4,41517,../Data/Efigi_images/i_mages/41517.0.jpg,0,0,1,0
1,41527,../Data/Efigi_images/i_mages/41527.0.jpg,1,0,0,0
1,41538,../Data/Efigi_images/i_mages/41538.0.jpg,1,0,0,0
4,41546,../Data/Efigi_images/i_mages/41546.0.jpg,0,0,1,0
4,41552,../Data/Efigi_images/i_mages/41552.0.jpg,0,0,1,0
4,41572,../Data/Efigi_images/i_mages/41572.0.jpg,0,0,1,0
4,41576,../Data/Efigi_images/i_mages/41576.0.jpg,0,0,1,0
4,41578,../Data/Efigi_images/i_mages/41578.0.jpg,0,0,1,0
4,41579,../Data/Efigi_images/i_mages/41579.0.jpg,0,0,1,0
4,41586,../Data/Efigi_images/i_mages/41586.0.jpg,0,0,1,0
1,41587,../Data/Efigi_images/i_mages/41587.0.jpg,1,0,0,0
4,41599,../Data/Efigi_images/i_mages/41599.0.jpg,0,0,1,0
4,41601,../Data/Efigi_images/i_mages/41601.0.jpg,0,0,1,0
4,41606,../Data/Efigi_images/i_mages/41606.0.jpg,0,0,1,0
4,41608,../Data/Efigi_images/i_mages/41608.0.jpg,0,0,1,0
4,41614,../Data/Efigi_images/i_mages/41614.0.jpg,0,0,1,0
4,41618,../Data/Efigi_images/i_mages/41618.0.jpg,0,0,1,0
4,41620,../Data/Efigi_images/i_mages/41620.0.jpg,0,0,1,0
1,41621,../Data/Efigi_images/i_mages/41621.0.jpg,1,0,0,0
3,41634,../Data/Efigi_images/i_mages/41634.0.jpg,0,1,0,0
4,41636,../Data/Efigi_images/i_mages/41636.0.jpg,0,0,1,0
3,41646,../Data/Efigi_images/i_mages/41646.0.jpg,0,1,0,0
4,41660,../Data/Efigi_images/i_mages/41660.0.jpg,0,0,1,0
1,41661,../Data/Efigi_images/i_mages/41661.0.jpg,1,0,0,0
4,41667,../Data/Efigi_images/i_mages/41667.0.jpg,0,0,1,0
4,41670,../Data/Efigi_images/i_mages/41670.0.jpg,0,0,1,0
4,41700,../Data/Efigi_images/i_mages/41700.0.jpg,0,0,1,0
4,41719,../Data/Efigi_images/i_mages/41719.0.jpg,0,0,1,0
4,41729,../Data/Efigi_images/i_mages/41729.0.jpg,0,0,1,0
4,41737,../Data/Efigi_images/i_mages/41737.0.jpg,0,0,1,0
1,41738,../Data/Efigi_images/i_mages/41738.0.jpg,1,0,0,0
1,41739,../Data/Efigi_images/i_mages/41739.0.jpg,1,0,0,0
4,41746,../Data/Efigi_images/i_mages/41746.0.jpg,0,0,1,0
4,41758,../Data/Efigi_images/i_mages/41758.0.jpg,0,0,1,0
4,41763,../Data/Efigi_images/i_mages/41763.0.jpg,0,0,1,0
4,41766,../Data/Efigi_images/i_mages/41766.0.jpg,0,0,1,0
4,41769,../Data/Efigi_images/i_mages/41769.0.jpg,0,0,1,0
1,41772,../Data/Efigi_images/i_mages/41772.0.jpg,1,0,0,0
4,41779,../Data/Efigi_images/i_mages/41779.0.jpg,0,0,1,0
1,41781,../Data/Efigi_images/i_mages/41781.0.jpg,1,0,0,0
4,41788,../Data/Efigi_images/i_mages/41788.0.jpg,0,0,1,0
4,41789,../Data/Efigi_images/i_mages/41789.0.jpg,0,0,1,0
4,41806,../Data/Efigi_images/i_mages/41806.0.jpg,0,0,1,0
4,41811,../Data/Efigi_images/i_mages/41811.0.jpg,0,0,1,0
4,41812,../Data/Efigi_images/i_mages/41812.0.jpg,0,0,1,0
4,41816,../Data/Efigi_images/i_mages/41816.0.jpg,0,0,1,0
4,41823,../Data/Efigi_images/i_mages/41823.0.jpg,0,0,1,0
4,41827,../Data/Efigi_images/i_mages/41827.0.jpg,0,0,1,0
4,41828,../Data/Efigi_images/i_mages/41828.0.jpg,0,0,1,0
4,41829,../Data/Efigi_images/i_mages/41829.0.jpg,0,0,1,0
4,41838,../Data/Efigi_images/i_mages/41838.0.jpg,0,0,1,0
4,41846,../Data/Efigi_images/i_mages/41846.0.jpg,0,0,1,0
4,41847,../Data/Efigi_images/i_mages/41847.0.jpg,0,0,1,0
4,41861,../Data/Efigi_images/i_mages/41861.0.jpg,0,0,1,0
4,41865,../Data/Efigi_images/i_mages/41865.0.jpg,0,0,1,0
4,41876,../Data/Efigi_images/i_mages/41876.0.jpg,0,0,1,0
4,41882,../Data/Efigi_images/i_mages/41882.0.jpg,0,0,1,0
4,41902,../Data/Efigi_images/i_mages/41902.0.jpg,0,0,1,0
4,41911,../Data/Efigi_images/i_mages/41911.0.jpg,0,0,1,0
4,41934,../Data/Efigi_images/i_mages/41934.0.jpg,0,0,1,0
4,41941,../Data/Efigi_images/i_mages/41941.0.jpg,0,0,1,0
1,41943,../Data/Efigi_images/i_mages/41943.0.jpg,1,0,0,0
4,41958,../Data/Efigi_images/i_mages/41958.0.jpg,0,0,1,0
3,41963,../Data/Efigi_images/i_mages/41963.0.jpg,0,1,0,0
3,41968,../Data/Efigi_images/i_mages/41968.0.jpg,0,1,0,0
4,41982,../Data/Efigi_images/i_mages/41982.0.jpg,0,0,1,0
4,41998,../Data/Efigi_images/i_mages/41998.0.jpg,0,0,1,0
1,41999,../Data/Efigi_images/i_mages/41999.0.jpg,1,0,0,0
4,42045,../Data/Efigi_images/i_mages/42045.0.jpg,0,0,1,0
1,42051,../Data/Efigi_images/i_mages/42051.0.jpg,1,0,0,0
4,42064,../Data/Efigi_images/i_mages/42064.0.jpg,0,0,1,0
4,42069,../Data/Efigi_images/i_mages/42069.0.jpg,0,0,1,0
4,42074,../Data/Efigi_images/i_mages/42074.0.jpg,0,0,1,0
4,42079,../Data/Efigi_images/i_mages/42079.0.jpg,0,0,1,0
4,42080,../Data/Efigi_images/i_mages/42080.0.jpg,0,0,1,0
4,42081,../Data/Efigi_images/i_mages/42081.0.jpg,0,0,1,0
4,42089,../Data/Efigi_images/i_mages/42089.0.jpg,0,0,1,0
1,42096,../Data/Efigi_images/i_mages/42096.0.jpg,1,0,0,0
4,42100,../Data/Efigi_images/i_mages/42100.0.jpg,0,0,1,0
4,42108,../Data/Efigi_images/i_mages/42108.0.jpg,0,0,1,0
1,42109,../Data/Efigi_images/i_mages/42109.0.jpg,1,0,0,0
1,42149,../Data/Efigi_images/i_mages/42149.0.jpg,1,0,0,0
4,42152,../Data/Efigi_images/i_mages/42152.0.jpg,0,0,1,0
1,42153,../Data/Efigi_images/i_mages/42153.0.jpg,1,0,0,0
4,42168,../Data/Efigi_images/i_mages/42168.0.jpg,0,0,1,0
4,42169,../Data/Efigi_images/i_mages/42169.0.jpg,0,0,1,0
4,42173,../Data/Efigi_images/i_mages/42173.0.jpg,0,0,1,0
4,42174,../Data/Efigi_images/i_mages/42174.0.jpg,0,0,1,0
4,42195,../Data/Efigi_images/i_mages/42195.0.jpg,0,0,1,0
1,42199,../Data/Efigi_images/i_mages/42199.0.jpg,1,0,0,0
4,42202,../Data/Efigi_images/i_mages/42202.0.jpg,0,0,1,0
4,42223,../Data/Efigi_images/i_mages/42223.0.jpg,0,0,1,0
4,42230,../Data/Efigi_images/i_mages/42230.0.jpg,0,0,1,0
2,42241,../Data/Efigi_images/i_mages/42241.0.jpg,1,0,0,0
4,42253,../Data/Efigi_images/i_mages/42253.0.jpg,0,0,1,0
4,42255,../Data/Efigi_images/i_mages/42255.0.jpg,0,0,1,0
4,42264,../Data/Efigi_images/i_mages/42264.0.jpg,0,0,1,0
4,42268,../Data/Efigi_images/i_mages/42268.0.jpg,0,0,1,0
4,42275,../Data/Efigi_images/i_mages/42275.0.jpg,0,0,1,0
4,42277,../Data/Efigi_images/i_mages/42277.0.jpg,0,0,1,0
3,42305,../Data/Efigi_images/i_mages/42305.0.jpg,0,1,0,0
4,42317,../Data/Efigi_images/i_mages/42317.0.jpg,0,0,1,0
4,42336,../Data/Efigi_images/i_mages/42336.0.jpg,0,0,1,0
1,42342,../Data/Efigi_images/i_mages/42342.0.jpg,1,0,0,0
4,42348,../Data/Efigi_images/i_mages/42348.0.jpg,0,0,1,0
4,42362,../Data/Efigi_images/i_mages/42362.0.jpg,0,0,1,0
4,42370,../Data/Efigi_images/i_mages/42370.0.jpg,0,0,1,0
4,42380,../Data/Efigi_images/i_mages/42380.0.jpg,0,0,1,0
4,42393,../Data/Efigi_images/i_mages/42393.0.jpg,0,0,1,0
4,42396,../Data/Efigi_images/i_mages/42396.0.jpg,0,0,1,0
2,42401,../Data/Efigi_images/i_mages/42401.0.jpg,1,0,0,0
4,42408,../Data/Efigi_images/i_mages/42408.0.jpg,0,0,1,0
4,42427,../Data/Efigi_images/i_mages/42427.0.jpg,0,0,1,0
4,42430,../Data/Efigi_images/i_mages/42430.0.jpg,0,0,1,0
4,42447,../Data/Efigi_images/i_mages/42447.0.jpg,0,0,1,0
4,42453,../Data/Efigi_images/i_mages/42453.0.jpg,0,0,1,0
4,42469,../Data/Efigi_images/i_mages/42469.0.jpg,0,0,1,0
2,42471,../Data/Efigi_images/i_mages/42471.0.jpg,1,0,0,0
4,42503,../Data/Efigi_images/i_mages/42503.0.jpg,0,0,1,0
2,42516,../Data/Efigi_images/i_mages/42516.0.jpg,1,0,0,0
4,42520,../Data/Efigi_images/i_mages/42520.0.jpg,0,0,1,0
4,42530,../Data/Efigi_images/i_mages/42530.0.jpg,0,0,1,0
4,42542,../Data/Efigi_images/i_mages/42542.0.jpg,0,0,1,0
4,42544,../Data/Efigi_images/i_mages/42544.0.jpg,0,0,1,0
2,42545,../Data/Efigi_images/i_mages/42545.0.jpg,1,0,0,0
4,42559,../Data/Efigi_images/i_mages/42559.0.jpg,0,0,1,0
1,42574,../Data/Efigi_images/i_mages/42574.0.jpg,1,0,0,0
4,42575,../Data/Efigi_images/i_mages/42575.0.jpg,0,0,1,0
4,42594,../Data/Efigi_images/i_mages/42594.0.jpg,0,0,1,0
4,42598,../Data/Efigi_images/i_mages/42598.0.jpg,0,0,1,0
4,42607,../Data/Efigi_images/i_mages/42607.0.jpg,0,0,1,0
4,42608,../Data/Efigi_images/i_mages/42608.0.jpg,0,0,1,0
4,42614,../Data/Efigi_images/i_mages/42614.0.jpg,0,0,1,0
4,42618,../Data/Efigi_images/i_mages/42618.0.jpg,0,0,1,0
2,42619,../Data/Efigi_images/i_mages/42619.0.jpg,1,0,0,0
4,42620,../Data/Efigi_images/i_mages/42620.0.jpg,0,0,1,0
3,42628,../Data/Efigi_images/i_mages/42628.0.jpg,0,1,0,0
4,42637,../Data/Efigi_images/i_mages/42637.0.jpg,0,0,1,0
